land_variable,mean,median,std,min,max,count,Country
Total area,702.4666666666667,705.0,18.58135265976788,680.0,728.0,15,Singapore
Arable and cropland % land area,22.444599999999998,16.667,9.917345186230897,16.667,38.333,15,San Marino
Arable land and permanent crops,13.466666666666667,10.0,5.950590206821825,10.0,23.0,15,San Marino
Forest,10.0,10.0,0.0,10.0,10.0,15,San Marino
Forest % land area,16.667,16.667,0.0,16.667,16.667,15,San Marino
Land area,60.0,60.0,0.0,60.0,60.0,15,San Marino
Other % land area,60.889133333333334,66.667,9.917802923939114,45.0,66.667,15,San Marino
Other areas,36.53333333333333,40.0,5.950590206821825,27.0,40.0,15,San Marino
Total area,60.0,60.0,0.0,60.0,60.0,15,San Marino
Arable and cropland % land area,0.5953333333333333,0.58,0.07194409205037183,0.531,0.766,15,New Caledonia
Arable land and permanent crops,108.82,106.0,13.17303522893859,97.0,140.0,15,New Caledonia
Forest,8375.561866666667,8382.01,17.226683475132862,8331.46,8389.2,15,New Caledonia
Forest % land area,45.81813333333333,45.853,0.09429881582854885,45.577,45.893,15,New Caledonia
Land area,18280.0,18280.0,0.0,18280.0,18280.0,15,New Caledonia
Meadows and pastures % land area,11.073466666666667,11.351,1.3741958618285337,9.519,12.965,15,New Caledonia
Other % land area,42.5132,42.19,1.3826184371897914,40.593,44.095,15,New Caledonia
Other areas,7771.404666666667,7712.31,252.73050126473422,7420.33,8060.5,15,New Caledonia
Permanent meadows and pastures,2024.2133333333334,2075.0,251.23058238162318,1740.0,2370.0,15,New Caledonia
Total area,18580.0,18580.0,0.0,18580.0,18580.0,15,New Caledonia
Arable and cropland % land area,61.111266666666666,60.0,3.7090480000488895,56.667,66.667,15,Tuvalu
Arable land and permanent crops,18.333333333333332,18.0,1.1126972805283732,17.0,20.0,15,Tuvalu
Forest,10.0,10.0,0.0,10.0,10.0,15,Tuvalu
Forest % land area,33.333,33.333,0.0,33.333,33.333,15,Tuvalu
Land area,30.0,30.0,0.0,30.0,30.0,15,Tuvalu
Other % land area,5.555733333333333,6.667,3.70904800004889,0.0,10.0,15,Tuvalu
Other areas,1.6666666666666667,2.0,1.1126972805283735,0.0,3.0,15,Tuvalu
Total area,30.0,30.0,0.0,30.0,30.0,15,Tuvalu
Arable and cropland % land area,11.023533333333335,10.837,1.914725525524544,7.345,14.262,15,Lesotho
Arable land and permanent crops,3346.733333333333,3290.0,581.3334998907583,2230.0,4330.0,15,Lesotho
Forest,345.2,345.2,0.0,345.2,345.2,15,Lesotho
Forest % land area,1.137,1.137,0.0,1.137,1.137,15,Lesotho
Land area,30360.0,30360.0,0.0,30360.0,30360.0,15,Lesotho
Meadows and pastures % land area,65.876,65.876,0.0,65.876,65.876,15,Lesotho
Other % land area,21.963466666666665,22.15,1.9147255255245426,18.725,25.642,15,Lesotho
Other areas,6668.066666666667,6724.8,581.3334998907579,5684.8,7784.8,15,Lesotho
Permanent meadows and pastures,20000.0,20000.0,0.0,20000.0,20000.0,15,Lesotho
Total area,30360.0,30360.0,0.0,30360.0,30360.0,15,Lesotho
Arable and cropland % land area,10.383466666666667,9.162,1.8703456466908022,9.162,14.62,15,Trinidad and Tobago
Arable land and permanent crops,532.6666666666666,470.0,95.95137657515221,470.0,750.0,15,Trinidad and Tobago
Forest,2338.1,2336.82,39.74785564746165,2277.7,2404.37,15,Trinidad and Tobago
Forest % land area,45.577,45.552,0.7748551016618717,44.4,46.869,15,Trinidad and Tobago
Land area,5130.0,5130.0,0.0,5130.0,5130.0,15,Trinidad and Tobago
Meadows and pastures % land area,1.326,1.365,0.08073767044305542,1.17,1.365,15,Trinidad and Tobago
Other % land area,42.71413333333333,43.922,2.4992648881125783,37.342,45.074,15,Trinidad and Tobago
Other areas,2191.233333333333,2253.18,128.21333275146577,1915.63,2312.3,15,Trinidad and Tobago
Permanent meadows and pastures,68.0,70.0,4.140393356054125,60.0,70.0,15,Trinidad and Tobago
Total area,5130.0,5130.0,0.0,5130.0,5130.0,15,Trinidad and Tobago
Arable and cropland % land area,6.9126666666666665,6.88,1.3051884191655272,5.19,8.451,15,Bahrain
Arable land and permanent crops,51.166666666666664,51.6,7.599028759995458,41.0,60.0,15,Bahrain
Forest,4.806,4.75,1.4235258038706973,2.65,7.2,15,Bahrain
Forest % land area,0.6382666666666666,0.633,0.16490493653992924,0.373,0.911,15,Bahrain
Land area,745.6666666666666,750.0,31.272230188337716,710.0,790.0,15,Bahrain
Meadows and pastures % land area,5.3731333333333335,5.333,0.22605936851906436,5.063,5.634,15,Bahrain
Other % land area,87.0758,87.153,1.3704710451936892,85.416,88.835,15,Bahrain
Other areas,649.694,653.65,37.41037476422811,606.45,701.8,15,Bahrain
Permanent meadows and pastures,40.0,40.0,0.0,40.0,40.0,15,Bahrain
Total area,745.8666666666667,750.0,31.516133434586575,710.0,790.0,15,Bahrain
Arable and cropland % land area,6.4197999999999995,5.556,0.9558522898439904,5.556,7.407,15,Bermuda
Arable land and permanent crops,3.466666666666667,3.0,0.5163977794943221,3.0,4.0,15,Bermuda
Forest,10.0,10.0,0.0,10.0,10.0,15,Bermuda
Forest % land area,18.519,18.519,0.0,18.519,18.519,15,Bermuda
Land area,54.0,54.0,0.0,54.0,54.0,15,Bermuda
Other % land area,75.06173333333332,75.926,0.9563686876234908,74.074,75.926,15,Bermuda
Other areas,40.53333333333333,41.0,0.5163977794943236,40.0,41.0,15,Bermuda
Total area,1466.0,54.0,2066.956354504993,54.0,4290.0,15,Bermuda
Arable and cropland % land area,17.469466666666666,17.478,1.737243582997694,15.078,20.314,15,Senegal
Arable land and permanent crops,33634.0,33650.0,3344.5964949879567,29030.0,39110.0,15,Senegal
Forest,85869.93333333333,85836.6,3593.397550004864,80281.6,91681.6,15,Senegal
Forest % land area,44.60073333333333,44.584,1.8663146062558151,41.698,47.619,15,Senegal
Land area,192530.0,192530.0,0.0,192530.0,192530.0,15,Senegal
Meadows and pastures % land area,29.224666666666668,29.086,0.19323807176887764,29.086,29.606,15,Senegal
Other % land area,8.704933333333335,8.902,1.329697627640353,6.455,11.252,15,Senegal
Other areas,16759.4,17138.4,2560.044781974388,12428.4,21663.4,15,Senegal
Permanent meadows and pastures,56266.666666666664,56000.0,371.6116764786025,56000.0,57000.0,15,Senegal
Total area,196710.0,196710.0,0.0,196710.0,196710.0,15,Senegal
Arable and cropland % land area,20.0,20.0,0.0,20.0,20.0,15,Montserrat
Arable land and permanent crops,20.0,20.0,0.0,20.0,20.0,15,Montserrat
Forest,26.066666666666666,25.0,2.186538904513794,25.0,32.0,15,Montserrat
Forest % land area,26.066666666666666,25.0,2.186538904513794,25.0,32.0,15,Montserrat
Land area,100.0,100.0,0.0,100.0,100.0,15,Montserrat
Meadows and pastures % land area,10.0,10.0,0.0,10.0,10.0,15,Montserrat
Other % land area,43.93333333333333,45.0,2.186538904513797,38.0,45.0,15,Montserrat
Other areas,43.93333333333333,45.0,2.186538904513797,38.0,45.0,15,Montserrat
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Montserrat
Total area,100.0,100.0,0.0,100.0,100.0,15,Montserrat
Arable and cropland % land area,6.5232,6.385,0.7882169933282513,5.191,7.371,15,Liberia
Arable land and permanent crops,6283.333333333333,6150.0,759.3857166596343,5000.0,7100.0,15,Liberia
Forest,80108.20066666667,80108.2,2706.537478565208,75871.8,84344.6,15,Liberia
Forest % land area,83.16879999999999,83.169,2.8098430357787416,78.771,87.567,15,Liberia
Land area,96320.0,96320.0,0.0,96320.0,96320.0,15,Liberia
Meadows and pastures % land area,9.783666666666667,9.989,1.9644665821491971,6.79,12.698,15,Liberia
Other % land area,0.5240666666666667,0.457,0.21040283358584402,0.439,1.264,15,Liberia
Other areas,504.75686666666667,439.993,202.74681085315206,422.922,1217.798,15,Liberia
Permanent meadows and pastures,9423.709,9621.809,1892.202135449403,6539.884,12230.4,15,Liberia
Total area,111370.0,111370.0,0.0,111370.0,111370.0,15,Liberia
Arable and cropland % land area,36.82326666666666,37.495,2.241649280159162,33.788,39.581,15,Cuba
Arable land and permanent crops,39043.46666666667,39910.0,2868.6901158808346,35173.0,42510.0,15,Cuba
Forest,27686.6,27829.0,3865.2076972469604,21711.0,32420.0,15,Cuba
Forest % land area,26.180466666666668,26.145,4.001488774134422,20.215,31.233,15,Cuba
Land area,105953.53333333334,106440.0,1524.832115661382,103800.0,107400.0,15,Cuba
Meadows and pastures % land area,24.781266666666667,24.699,1.6319770423221867,22.393,27.355,15,Cuba
Other % land area,12.214933333333333,12.129,3.4409431320635386,7.1,17.122,15,Cuba
Other areas,12988.133466666668,12961.0,3808.636273006049,7370.0,18389.0,15,Cuba
Permanent meadows and pastures,26235.333333333332,26290.0,1381.7421025991923,24050.0,28394.0,15,Cuba
Total area,109886.0,109890.0,5.07092552837324,109880.0,109890.0,15,Cuba
Arable and cropland % land area,14.553333333333335,14.162,0.9673257441204052,13.528,16.026,15,Guinea
Arable land and permanent crops,35760.666666666664,34800.0,2376.893130197689,33240.0,39380.0,15,Guinea
Forest,66724.13333333333,66770.0,3248.8160451521558,61490.0,71719.0,15,Guinea
Forest % land area,27.154400000000003,27.173,1.3221253344520727,25.024,29.187,15,Guinea
Land area,245720.0,245720.0,0.0,245720.0,245720.0,15,Guinea
Meadows and pastures % land area,43.546,43.546,0.0,43.546,43.546,15,Guinea
Other % land area,14.746733333333333,14.81,0.4920823779273822,13.626,15.404,15,Guinea
Other areas,36235.2,36390.0,1209.0625175848309,33481.0,37850.0,15,Guinea
Permanent meadows and pastures,107000.0,107000.0,0.0,107000.0,107000.0,15,Guinea
Total area,245860.0,245860.0,0.0,245860.0,245860.0,15,Guinea
Arable and cropland % land area,35.504733333333334,36.434,6.287585358314846,25.774,44.548,15,Malawi
Arable land and permanent crops,33474.0,34350.0,5927.90471294152,24300.0,42000.0,15,Malawi
Forest,27877.0,27877.0,3756.5942021996466,21997.0,33757.0,15,Malawi
Forest % land area,29.568133333333332,29.568,3.9844655111474836,23.332,35.805,15,Malawi
Land area,94280.0,94280.0,0.0,94280.0,94280.0,15,Malawi
Meadows and pastures % land area,19.614933333333333,19.622,0.027369082313199986,19.516,19.622,15,Malawi
Other % land area,15.311333333333332,14.375,2.410965771714929,12.498,19.689,15,Malawi
Other areas,14435.666666666666,13553.0,2273.186770865539,11783.0,18563.0,15,Malawi
Permanent meadows and pastures,18493.333333333332,18500.0,25.8198889747158,18400.0,18500.0,15,Malawi
Total area,118480.0,118480.0,0.0,118480.0,118480.0,15,Malawi
Arable and cropland % land area,0.9795999999999999,0.985,0.0364060434543497,0.85,0.996,15,Namibia
Arable land and permanent crops,8065.333333333333,8110.0,299.23394256158906,7000.0,8200.0,15,Namibia
Forest,75620.19133333334,75620.18,6351.242193287702,65678.9,85561.45,15,Namibia
Forest % land area,9.185266666666667,9.185,0.7714434954464706,7.978,10.393,15,Namibia
Land area,823290.0,823290.0,0.0,823290.0,823290.0,15,Namibia
Meadows and pastures % land area,46.156,46.156,0.0,46.156,46.156,15,Namibia
Other % land area,43.67906666666667,43.677,0.7610007946932826,42.601,44.88,15,Namibia
Other areas,359604.48000000004,359589.8,6265.378510421931,350728.6,369491.1,15,Namibia
Permanent meadows and pastures,380000.0,380000.0,0.0,380000.0,380000.0,15,Namibia
Total area,824290.0,824290.0,0.0,824290.0,824290.0,15,Namibia
Arable and cropland % land area,16.1012,15.901,2.9059773423558757,10.565,22.452,15,Samoa
Arable land and permanent crops,454.0,450.0,81.88402949119128,299.0,635.4,15,Samoa
Forest,1679.344,1679.36,43.12577499096624,1611.9,1746.84,15,Samoa
Forest % land area,59.546866666666666,59.341,1.2658784565141583,57.975,61.726,15,Samoa
Land area,2820.0,2830.0,20.701966780270705,2780.0,2830.0,15,Samoa
Meadows and pastures % land area,1.8383333333333334,1.413,1.1047481721231875,0.707,4.269,15,Samoa
Other % land area,22.513666666666666,22.676,3.4052820664933114,15.304,28.667,15,Samoa
Other areas,634.8960000000001,641.72,96.39355615688959,433.1,811.28,15,Samoa
Permanent meadows and pastures,51.76,40.0,31.03748425003915,20.0,120.8,15,Samoa
Total area,2840.0,2840.0,0.0,2840.0,2840.0,15,Samoa
Arable and cropland % land area,26.27446666666667,26.471,5.269303665932483,20.588,35.294,15,Grenada
Arable land and permanent crops,89.33333333333333,90.0,17.91514389985134,70.0,120.0,15,Grenada
Forest,177.0,177.0,0.0,177.0,177.0,15,Grenada
Forest % land area,52.059,52.059,0.0,52.059,52.059,15,Grenada
Land area,340.0,340.0,0.0,340.0,340.0,15,Grenada
Meadows and pastures % land area,2.941,2.941,0.0,2.941,2.941,15,Grenada
Other % land area,18.72553333333333,18.529,5.269303665932486,9.706,24.412,15,Grenada
Other areas,63.666666666666664,63.0,17.91514389985135,33.0,83.0,15,Grenada
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Grenada
Total area,340.0,340.0,0.0,340.0,340.0,15,Grenada
Arable and cropland % land area,4.544733333333332,3.485,1.5326387360490714,3.286,6.924,15,Democratic Republic of the Congo
Arable land and permanent crops,103034.66666666667,79000.0,34744.86906964346,74500.0,156980.0,15,Democratic Republic of the Congo
Forest,1381599.0,1391880.0,74214.23232584362,1250539.0,1486100.0,15,Democratic Republic of the Congo
Forest % land area,60.94253333333334,61.396,3.2736634975571435,55.161,65.552,15,Democratic Republic of the Congo
Land area,2267050.0,2267050.0,0.0,2267050.0,2267050.0,15,Democratic Republic of the Congo
Meadows and pastures % land area,8.007466666666668,8.028,0.022721502297750825,7.984,8.028,15,Democratic Republic of the Congo
Other % land area,26.505066666666668,26.908,1.9311851456208593,22.979,29.886,15,Democratic Republic of the Congo
Other areas,600883.0266666667,610013.8,43781.23231538288,520950.0,677531.3,15,Democratic Republic of the Congo
Permanent meadows and pastures,181533.33333333334,182000.0,516.3977794943287,181000.0,182000.0,15,Democratic Republic of the Congo
Total area,2344860.0,2344860.0,0.0,2344860.0,2344860.0,15,Democratic Republic of the Congo
Arable and cropland % land area,5.5356000000000005,5.797,1.247340874477726,3.748,7.184,15,Lao People's Democratic Republic
Arable land and permanent crops,12776.066666666668,13380.0,2878.7249525407865,8650.0,16580.0,15,Lao People's Democratic Republic
Forest,171122.36666666667,170858.5,3797.6750710452116,165610.0,177176.0,15,Lao People's Democratic Republic
Forest % land area,74.14333333333335,74.029,1.6453309118605375,71.755,76.766,15,Lao People's Democratic Republic
Land area,230800.0,230800.0,0.0,230800.0,230800.0,15,Lao People's Democratic Republic
Meadows and pastures % land area,3.1890666666666667,3.141,0.25578687184748927,2.933,3.579,15,Lao People's Democratic Republic
Other % land area,17.132133333333336,16.932,0.927046760006255,16.02,19.445,15,Lao People's Democratic Republic
Other areas,39540.899333333335,39080.0,2140.079854956912,36974.0,44880.0,15,Lao People's Democratic Republic
Permanent meadows and pastures,7360.666666666667,7250.0,590.1509088683124,6770.0,8260.0,15,Lao People's Democratic Republic
Total area,236800.0,236800.0,0.0,236800.0,236800.0,15,Lao People's Democratic Republic
Arable and cropland % land area,18.945666666666668,15.689,4.67371051225693,15.672,29.016,15,Saint Lucia
Arable land and permanent crops,115.56666666666666,95.7,28.51061623492622,95.6,177.0,15,Saint Lucia
Forest,209.0173333333333,208.42,1.5156303104963569,207.7,211.92,15,Saint Lucia
Forest % land area,34.26506666666667,34.167,0.24848152178113395,34.049,34.741,15,Saint Lucia
Land area,610.0,610.0,0.0,610.0,610.0,15,Saint Lucia
Meadows and pastures % land area,1.4712666666666665,0.607,1.0428537403727922,0.607,3.279,15,Saint Lucia
Other % land area,45.318599999999996,49.554,5.918491009418823,32.964,49.656,15,Saint Lucia
Other areas,276.44266666666664,302.28,36.102788864705765,201.08,302.9,15,Saint Lucia
Permanent meadows and pastures,8.973333333333333,3.7,6.36232961227553,3.7,20.0,15,Saint Lucia
Total area,620.0,620.0,0.0,620.0,620.0,15,Saint Lucia
Arable and cropland % land area,27.034266666666667,27.339,4.05833210755824,19.337,32.6,15,Ghana
Arable land and permanent crops,61513.404,62206.52,9234.069181823983,44000.0,74175.0,15,Ghana
Forest,84497.394,82146.34,5904.363276392435,78804.4,96015.66,15,Ghana
Forest % land area,37.135266666666666,36.102,2.59473476394758,34.633,42.197,15,Ghana
Land area,227539.53333333333,227540.0,1.8073922282290544,227533.0,227540.0,15,Ghana
Meadows and pastures % land area,28.4252,26.734,5.386558816694969,21.722,36.917,15,Ghana
Other % land area,7.405466666666666,9.478,4.114157453523255,0.0,11.892,15,Ghana
Other areas,16850.261933333335,21566.27,9361.417380727806,0.0,27059.96,15,Ghana
Permanent meadows and pastures,64678.473333333335,60830.58,12256.206267728589,49426.6,84000.0,15,Ghana
Total area,238538.66666666666,238540.0,3.5186577527432816,238530.0,238540.0,15,Ghana
Arable and cropland % land area,1.053,1.053,0.0,1.053,1.053,15,Turks and Caicos Islands
Arable land and permanent crops,10.0,10.0,0.0,10.0,10.0,15,Turks and Caicos Islands
Forest,105.2,105.2,0.0,105.2,105.2,15,Turks and Caicos Islands
Forest % land area,11.074,11.074,0.0,11.074,11.074,15,Turks and Caicos Islands
Land area,950.0,950.0,0.0,950.0,950.0,15,Turks and Caicos Islands
Other % land area,87.874,87.874,0.0,87.874,87.874,15,Turks and Caicos Islands
Other areas,834.8,834.8,0.0,834.8,834.8,15,Turks and Caicos Islands
Total area,950.0,950.0,0.0,950.0,950.0,15,Turks and Caicos Islands
Arable and cropland % land area,10.019200000000001,10.598,0.9203666350195147,8.091,11.115,15,Zimbabwe
Arable land and permanent crops,38760.0,41000.0,3561.059232467617,31300.0,43000.0,15,Zimbabwe
Forest,180434.9,180434.9,4120.626068936594,173985.1,186884.7,15,Zimbabwe
Forest % land area,46.642066666666665,46.642,1.065119072261519,44.975,48.309,15,Zimbabwe
Land area,386850.0,386850.0,0.0,386850.0,386850.0,15,Zimbabwe
Meadows and pastures % land area,30.225,31.278,1.5992742103841984,26.858,31.278,15,Zimbabwe
Other % land area,13.1134,12.672,1.667924364506463,11.441,16.742,15,Zimbabwe
Other areas,50729.098666666665,49022.11,6452.53379822096,44257.89,64765.29,15,Zimbabwe
Permanent meadows and pastures,116926.0,121000.0,6187.3370685618875,103900.0,121000.0,15,Zimbabwe
Total area,390760.0,390760.0,0.0,390760.0,390760.0,15,Zimbabwe
Arable and cropland % land area,41.18813333333333,42.29,4.376775653812919,34.883,45.382,15,Uganda
